School_ID,Sector,State
63850,0,NSW
163972,1,QLD
164662,0,NSW
165150,1,QLD
164423,0,VIC
165100,0,NSW
63835,0,NSW
63913,3,QLD
164139,0,NSW
164503,0,QLD
164624,0,QLD
164916,0,NSW
165045,1,QLD
63879,0,VIC
63833,0,ACT
164377,0,
164665,0,NSW
164967,1,QLD
165127,0,NSW
164886,1,QLD
165057,0,WA
63908,1,QLD
165078,0,
165095,0,ACT
63958,0,NSW
164429,0,NSW
164497,0,ACT
164788,0,NSW
165139,0,NSW
164011,0,NSW
164759,0,NSW
165074,0,NSW
165158,0,NSW
165205,0,WA
63854,1,QLD
63885,0,NSW
164077,0,NSW
164371,0,VIC
164481,0,QLD
164520,0,NSW
164535,0,VIC
164655,0,NSW
164870,0,
164929,0,NSW
63855,1,QLD
164269,1,QLD
164960,1,QLD
63844,0,NSW
63956,1,QLD
164004,0,NSW
164871,0,NSW
165079,0,NSW
63894,0,NSW
164314,1,QLD
63818,1,QLD
163999,0,NSW
164149,0,NSW
164320,1,QLD
165092,0,QLD
63900,1,QLD
164302,0,VIC
164771,1,QLD
164915,0,WA
165126,0,QLD
165148,1,QLD
63639,0,ACT
63627,0,NSW
163971,0,VIC
163981,0,NSW
164112,1,QLD
164551,0,ACT
164702,0,QLD
165049,1,QLD
165052,3,QLD
165082,0,VIC
165096,0,NSW
63712,0,QLD
164107,3,QLD
165166,0,NSW
164927,0,NSW
164020,0,NSW
164181,0,NSW
164199,0,ACT
164292,1,QLD
164379,0,WA
164595,0,VIC
164845,0,QLD
164864,0,NSW
165152,0,QLD
164358,0,ACT
164010,0,NT
164835,0,NSW
165003,0,NSW
164090,1,QLD
164619,0,NSW
164973,0,SA
165009,0,NSW
63723,1,QLD
63955,0,WA
164249,1,QLD
164400,0,VIC
164625,1,QLD
164633,0,VIC
164635,1,QLD
165075,0,WA
165111,0,NSW
63730,3,QLD
63960,0,NSW
164517,0,VIC
164863,0,NSW
63710,1,QLD
164902,1,QLD
164906,0,QLD
63815,1,QLD
164574,0,QLD
164618,0,NSW
63713,1,QLD
164580,0,NSW
63626,0,NSW
164697,0,NSW
63853,0,NSW
164096,0,VIC
164567,0,NSW
63957,1,QLD
164106,1,QLD
63720,0,WA
63941,0,NSW
163977,1,QLD
164167,1,QLD
164395,0,NSW
164529,0,WA
164688,0,ACT
164878,3,QLD
164930,0,QLD
164970,0,VIC
165053,0,VIC
63777,1,QLD
63905,0,WA
164061,0,SA
164639,0,WA
165207,0,
164475,0,VIC
164923,0,NSW
165084,0,VIC
164047,0,NSW
164493,0,VIC
164516,0,QLD
164656,0,NSW
164780,0,WA
63619,0,NSW
164188,0,NSW
164374,0,NSW
164408,0,NSW
165040,1,QLD
63680,1,QLD
164220,0,VIC
164415,1,QLD
63647,1,QLD
63924,0,
164492,0,VIC
164663,0,WA
165128,1,QLD
164452,0,NSW
165133,0,VIC
164083,0,NSW
164142,1,QLD
164383,0,NSW
164578,1,QLD
164725,0,QLD
63684,0,
63716,1,QLD
63791,0,NSW
164584,0,
63808,0,WA
63852,0,NSW
164796,1,QLD
63887,0,NSW
63860,3,QLD
164581,1,QLD
164621,0,QLD
164082,0,NSW
164051,0,NT
164869,0,NSW
164996,0,NSW
165193,0,NSW
63642,0,NSW
63757,0,NT
164836,0,VIC
164861,0,NSW
63809,0,NSW
165175,0,NSW
63752,0,NT
164122,0,NSW
164404,0,VIC
63641,0,NSW
164757,1,QLD
164174,0,ACT
164183,0,NSW
164287,0,QLD
165077,0,
164128,0,NT
164514,3,QLD
164593,3,QLD
164732,0,NSW
63828,1,QLD
63735,0,NSW
164275,1,QLD
164326,0,VIC
164446,0,NSW
164726,0,VIC
164736,0,NSW
164421,0,NT
164425,0,VIC
164866,1,QLD
165224,0,NSW
164552,0,NT
164594,0,NSW
164847,0,NSW
63883,0,ACT
63628,0,NSW
164196,3,QLD
164760,1,QLD
164839,0,NSW
164852,0,
63711,0,VIC
164159,0,QLD
164674,0,
63664,0,NSW
63693,0,NSW
63761,0,NSW
164300,1,QLD
164316,0,NSW
164826,0,NSW
63826,0,NSW
164295,1,QLD
63963,0,ACT
165073,0,SA
164012,1,QLD
164505,1,QLD
63845,3,QLD
165047,0,VIC
165225,0,NSW
164160,0,ACT
165012,0,VIC
63947,0,NSW
164068,3,QLD
164184,1,QLD
164318,0,NSW
164205,0,
63721,0,WA
164486,0,NSW
63951,0,QLD
164155,0,NSW
164280,0,NSW
164583,0,NSW
164740,0,NSW
164921,1,QLD
164977,1,QLD
165162,3,QLD
63896,0,NSW
63736,0,NSW
164883,0,NSW
164934,0,NSW
165114,3,QLD
163964,0,NSW
163991,0,NSW
164024,1,QLD
164123,1,QLD
164143,0,SA
164419,0,VIC
164917,0,NSW
164978,1,QLD
165177,1,QLD
165182,0,
63678,1,QLD
63820,0,QLD
164025,0,NT
164037,3,QLD
164694,0,NSW
164969,0,VIC
165054,0,NSW
164248,1,QLD
164589,0,
164964,0,NT
165094,0,ACT
164009,0,NSW
164686,0,NSW
164718,3,QLD
164794,0,NSW
164991,0,NSW
63851,1,QLD
164319,1,QLD
164306,3,QLD
164323,1,QLD
164457,0,ACT
164763,0,NSW
165106,0,VIC
63632,0,NSW
164103,0,NSW
164761,0,NSW
164987,0,NSW
165083,0,VIC
165186,0,
63781,1,QLD
163996,0,VIC
164301,1,QLD
164338,1,QLD
164510,1,QLD
164658,0,NSW
164809,1,QLD
63796,3,QLD
63814,0,NSW
163985,0,ACT
164288,0,NSW
164555,0,SA
164632,0,VIC
164634,1,QLD
164719,0,NSW
164956,0,NSW
164440,0,ACT
164500,0,WA
165005,0,VIC
165038,1,QLD
165072,0,NSW
63943,1,QLD
164076,1,QLD
164200,0,VIC
164219,0,NSW
164285,1,QLD
164999,1,QLD
63786,0,NSW
63836,1,QLD
164298,0,NSW
163979,0,VIC
164471,3,QLD
164537,0,WA
63914,0,NSW
164147,0,VIC
164153,1,QLD
164001,0,VIC
164382,0,QLD
164645,0,QLD
164935,3,QLD
165113,0,
163967,0,NSW
164030,0,VIC
164185,0,VIC
164974,3,QLD
165001,1,QLD
63934,0,QLD
164241,0,NSW
164388,0,SA
164411,0,QLD
164439,0,NT
164782,0,WA
165016,0,NSW
165151,0,NSW
165171,0,NSW
63758,0,NSW
164733,0,NSW
63687,0,NSW
165153,3,QLD
63762,0,NSW
63827,1,QLD
63950,0,QLD
164291,0,NSW
164449,0,QLD
164611,0,VIC
164706,0,NSW
164822,1,QLD
164931,0,VIC
164236,0,VIC
164304,1,QLD
164850,0,NSW
164979,0,NSW
164029,0,NSW
164554,0,VIC
164712,0,NSW
164986,0,NSW
165010,3,QLD
63793,1,QLD
164063,0,NSW
164465,0,NT
164753,1,QLD
63742,0,NSW
164270,0,NSW
164297,1,QLD
164324,1,QLD
164572,0,NSW
63769,1,QLD
163984,0,NSW
164670,3,QLD
164418,0,NSW
164709,0,QLD
164713,0,NSW
164777,1,QLD
165208,0,
63831,1,QLD
164215,0,NSW
164773,3,QLD
164925,0,VIC
164980,0,NT
165103,0,NSW
165219,0,NSW
63600,0,NSW
164018,3,QLD
164213,0,WA
164627,0,NSW
164703,1,QLD
165037,3,QLD
63695,3,QLD
164566,0,NSW
164953,0,QLD
165137,0,NSW
63895,0,NSW
164813,0,NSW
164853,0,
165031,1,QLD
165183,1,QLD
63753,3,QLD
164479,1,QLD
165144,0,QLD
165184,0,NSW
63665,0,ACT
63898,0,NSW
63912,1,QLD
164667,0,WA
63841,0,NT
164375,0,QLD
63880,0,VIC
63719,0,WA
163987,0,NSW
164080,0,SA
164480,0,QLD
164975,0,VIC
63861,0,ACT
63862,0,NSW
164392,1,QLD
164596,0,NSW
164676,0,VIC
164832,0,QLD
164976,0,NSW
165215,0,VIC
63633,0,ACT
164767,0,NSW
165068,0,NT
63926,0,NSW
164937,0,NT
164289,0,NSW
164334,1,QLD
164577,1,QLD
165006,1,QLD
63734,0,NSW
163980,0,NSW
163994,0,QLD
164175,1,QLD
164804,0,VIC
164910,0,NSW
165191,0,NSW
63877,0,VIC
63927,0,ACT
164614,1,QLD
165099,0,NT
164879,0,NSW
163997,0,QLD
164104,0,QLD
164273,0,WA
63774,0,NSW
164450,0,NSW
164638,0,NSW
164730,0,NSW
164750,0,NSW
164892,0,NSW
164938,3,QLD
165071,0,NSW
165087,1,QLD
63739,0,QLD
164217,0,QLD
165051,0,NSW
165204,1,QLD
164385,0,NSW
164897,0,NSW
165168,1,QLD
63754,1,QLD
164558,0,TAS
164565,0,QLD
164877,0,NSW
164900,0,VIC
164728,0,NSW
164207,0,
63897,0,VIC
163998,0,VIC
164778,0,VIC
165091,0,VIC
165131,1,QLD
165132,0,VIC
165174,0,VIC
164952,0,NSW
164251,0,QLD
164464,0,ACT
165029,0,VIC
165212,0,NSW
63838,0,NSW
164234,0,
164410,0,VIC
164602,0,ACT
164765,1,QLD
63878,0,QLD
63933,0,VIC
164700,0,NSW
164842,0,NSW
164901,0,NSW
63731,0,WA
164470,0,NSW
164620,0,QLD
164127,0,NSW
164604,0,NSW
164724,0,VIC
165101,0,NSW
63601,0,NSW
164524,0,
164908,1,QLD
165035,3,QLD
164739,0,NSW
165085,3,QLD
63798,0,NSW
164781,1,QLD
63787,1,QLD
165188,0,VIC
165216,1,QLD
63799,1,QLD
164195,0,WA
63907,3,QLD
164698,0,NSW
63871,0,NSW
164157,0,NSW
164170,0,WA
164214,0,QLD
164872,0,NSW
165138,0,VIC
63856,1,QLD
63904,0,NSW
63697,0,NSW
164045,3,QLD
164064,0,ACT
164403,0,NSW
165172,0,NSW
63939,0,QLD
63832,0,NSW
164023,0,VIC
164776,0,NSW
164841,0,NSW
165059,3,QLD
165161,0,NSW
63767,0,VIC
63615,0,NSW
63944,0,ACT
164811,0,VIC
164874,0,VIC
164965,0,QLD
164972,0,VIC
164067,0,NSW
164129,1,QLD
164341,3,QLD
164926,0,NSW
165022,0,NSW
165026,0,NSW
165202,0,NSW
63670,0,QLD
63789,0,NSW
63822,0,VIC
164085,0,QLD
164350,0,VIC
164462,1,QLD
165141,0,NSW
163969,0,NSW
164372,0,NSW
164564,0,VIC
164390,3,QLD
164823,3,QLD
165060,0,NSW
63772,0,NSW
63911,1,QLD
164098,0,NSW
164137,0,NT
63892,0,VIC
63922,0,NSW
164549,0,VIC
164936,0,NSW
164305,0,NSW
164387,0,SA
164548,0,VIC
164600,0,NSW
63839,0,NSW
163982,0,NSW
164052,3,QLD
164315,1,QLD
165061,0,NSW
165093,1,QLD
165110,0,NSW
165134,0,VIC
63617,0,NSW
164343,0,NSW
164362,0,NSW
164628,0,VIC
165019,1,QLD
165102,0,NSW
165147,1,QLD
165220,0,WA
164250,0,QLD
164643,0,
164867,0,NT
164876,0,NSW
63778,1,QLD
63659,1,QLD
164006,0,NSW
164100,0,QLD
164242,1,QLD
164696,0,
164748,0,NSW
164313,0,NSW
165221,0,QLD
63725,3,QLD
164333,0,NSW
164357,0,VIC
164924,0,SA
164949,0,QLD
165023,1,QLD
165214,0,NSW
63830,1,QLD
63766,0,WA
63945,1,QLD
164258,1,QLD
164393,0,QLD
164640,0,QLD
164710,0,VIC
63759,0,WA
164000,1,QLD
164138,0,VIC
164682,0,NSW
164940,0,NSW
164993,0,NSW
63842,0,NSW
163978,3,QLD
164109,3,QLD
164447,0,ACT
164561,0,NSW
164894,0,NSW
164947,1,QLD
165025,0,NSW
164707,0,NSW
164865,1,QLD
164073,1,QLD
164208,1,QLD
164695,0,NSW
164997,0,NSW
165195,0,NSW
63882,0,ACT
164243,1,QLD
164899,0,NSW
63714,0,NSW
63889,0,NSW
63813,0,NSW
163988,0,NSW
164364,1,QLD
164720,0,NSW
164950,0,NSW
165020,0,NSW
63901,0,NSW
165206,0,NSW
164007,0,NSW
165086,0,NSW
63910,0,WA
164605,0,
63743,0,VIC
164093,0,NSW
164412,0,NSW
164540,0,ACT
165081,1,QLD
165181,0,VIC
63726,0,NSW
164105,0,NSW
164290,0,SA
164599,0,
164610,0,VIC
164798,0,ACT
165089,0,NSW
63581,0,NSW
164008,3,QLD
164335,1,QLD
165044,1,QLD
63616,0,NSW
63865,1,QLD
164818,0,VIC
164132,0,ACT
164307,0,NSW
164398,0,VIC
63866,0,VIC
164133,0,QLD
164650,1,QLD
164774,0,NSW
165109,0,VIC
164095,0,NSW
164119,1,QLD
164156,1,QLD
164394,0,NSW
164717,0,NSW
63750,1,QLD
164062,1,QLD
164171,0,NSW
164585,0,VIC
164837,0,VIC
164293,0,NSW
164779,1,QLD
164922,0,ACT
164443,0,WA
164512,0,QLD
164586,1,QLD
164951,1,QLD
164124,0,NSW
164180,0,NSW
164231,0,NSW
164597,0,NSW
164843,1,QLD
164896,0,NSW
164933,0,NSW
164827,0,WA
63788,1,QLD
63805,0,NSW
63790,1,QLD
164216,0,QLD
164428,0,VIC
164928,1,QLD
63666,3,QLD
63770,0,NT
63916,0,VIC
164013,3,QLD
164820,1,QLD
164065,1,QLD
165165,0,ACT
63783,0,ACT
164264,0,NSW
164294,1,QLD
164547,0,NSW
164562,0,NSW
164198,0,NSW
63875,0,NT
164310,0,QLD
164075,1,QLD
164685,0,NSW
164772,1,QLD
163965,0,NSW
164212,0,NSW
164797,0,NSW
63937,0,NSW
164469,0,ACT
164072,0,WA
164855,1,QLD
63768,3,QLD
164053,0,NSW
164254,0,QLD
164284,0,VIC
164325,1,QLD
164461,0,ACT
164668,0,WA
165189,0,VIC
165021,1,QLD
63792,0,NSW
63834,3,QLD
164163,0,VIC
164278,1,QLD
164355,0,NSW
164742,0,QLD
164830,1,QLD
165088,0,
63848,0,QLD
164169,3,QLD
164557,1,QLD
63817,0,VIC
164182,0,NSW
164194,0,QLD
164296,0,NSW
164312,0,QLD
164339,1,QLD
164352,0,WA
63899,0,NSW
164173,0,NSW
164282,0,QLD
164616,0,
165142,0,NSW
164246,1,QLD
164380,0,NSW
164498,0,QLD
165118,0,NSW
164268,0,VIC
164402,0,ACT
164511,0,NSW
164868,0,ACT
165145,0,NSW
63823,0,NSW
164233,0,NSW
164527,0,VIC
164812,0,QLD
165000,0,NSW
164384,0,QLD
165058,1,QLD
165154,0,NSW
164406,1,QLD
165070,0,NSW
165032,1,QLD
165056,1,QLD
165179,0,NSW
63650,0,NSW
163970,0,NSW
164704,0,VIC
165039,1,QLD
63631,0,NSW
164271,0,QLD
164433,1,QLD
164455,1,QLD
164154,0,NSW
164598,0,WA
164684,0,NSW
164689,1,QLD
63803,1,QLD
63906,0,QLD
164066,0,NSW
164458,0,VIC
164590,1,QLD
164856,1,QLD
165124,0,VIC
164252,0,QLD
164846,1,QLD
164988,0,WA
163976,3,QLD
164165,0,VIC
63699,1,QLD
164267,0,ACT
164361,0,NSW
164368,0,NSW
164432,0,WA
164468,0,NSW
164176,1,QLD
165173,0,VIC
164308,0,TAS
164348,0,NSW
165130,0,NSW
164114,3,QLD
164131,1,QLD
164161,0,NSW
164431,0,NSW
63751,0,NSW
63689,3,QLD
164279,1,QLD
164445,0,NSW
164523,0,ACT
164875,1,QLD
63625,0,ACT
165129,3,QLD
63802,1,QLD
63829,0,NSW
63651,0,NSW
63686,0,NSW
163990,3,QLD
164631,0,QLD
165116,0,NT
164253,3,QLD
164677,1,QLD
164766,1,QLD
164962,0,NSW
63891,0,VIC
164945,3,QLD
165107,3,QLD
164179,3,QLD
164417,0,NSW
164893,0,NSW
165002,1,QLD
165120,0,NSW
164504,1,QLD
63806,0,NSW
63867,0,WA
63942,0,NSW
164673,0,QLD
164889,1,QLD
63729,0,WA
164091,3,QLD
164136,0,VIC
164466,0,NSW
164907,0,NSW
164002,0,NSW
164330,0,WA
164487,1,QLD
164661,0,NSW
164701,0,WA
164756,0,NSW
165014,0,NSW
165185,0,NSW
63938,1,QLD
164060,0,NT
164884,0,QLD
164946,1,QLD
63662,0,ACT
63930,1,QLD
164747,0,SA
164888,0,SA
63840,0,WA
63797,0,ACT
63952,1,QLD
63870,0,NSW
63606,0,WA
63624,0,NT
164206,0,
164885,0,NSW
165192,0,
63884,0,VIC
164496,0,NSW
164824,0,NSW
165033,0,VIC
164015,0,ACT
164378,0,ACT
164784,0,SA
165119,0,NT
63673,1,QLD
63728,0,WA
63638,0,ACT
63737,0,WA
164168,0,QLD
164299,0,NSW
63675,1,QLD
63776,0,NSW
164044,0,NSW
164158,0,VIC
164530,0,ACT
164652,0,QLD
164984,0,QLD
165055,3,QLD
165160,1,QLD
63794,0,NSW
164135,0,NSW
164225,0,NT
164329,0,ACT
164414,0,NSW
164749,0,NSW
164671,0,VIC
164942,0,NSW
164994,1,QLD
165027,1,QLD
63722,3,QLD
63795,1,QLD
164716,0,NT
164768,0,NSW
165169,1,QLD
63709,0,WA
164322,0,NSW
164437,1,QLD
164441,0,NSW
164576,0,VIC
164588,0,NSW
164752,0,NSW
163995,0,NSW
164210,1,QLD
164261,0,VIC
164919,0,NSW
165197,0,VIC
165198,1,QLD
164391,1,QLD
165017,1,QLD
63876,1,QLD
63932,0,NT
164484,0,NSW
164522,0,VIC
165178,0,VIC
164381,0,NSW
164881,1,QLD
164981,0,QLD
164998,1,QLD
165080,0,NSW
165098,0,NSW
163983,1,QLD
164515,1,QLD
164534,0,VIC
164601,0,QLD
164354,0,
164579,0,QLD
164608,0,NSW
164666,0,ACT
164783,1,QLD
164810,0,NSW
164887,0,NSW
165011,0,NSW
165190,0,NSW
63929,0,QLD
164021,0,NSW
164026,1,QLD
164331,0,NSW
164303,0,ACT
164904,0,NSW
165050,1,QLD
165196,0,NSW
63706,0,QLD
164049,0,NSW
164197,0,NSW
164230,0,TAS
164416,0,WA
164474,0,ACT
164494,1,QLD
63804,1,QLD
63652,1,QLD
63881,0,QLD
63602,0,NSW
164336,0,NSW
165007,1,QLD
165018,0,NSW
165140,0,VIC
165209,1,QLD
164722,0,WA
165200,0,NSW
63717,0,NSW
63949,0,NSW
164092,3,QLD
164442,0,NSW
165028,0,VIC
164366,1,QLD
164738,0,VIC
63893,0,NSW
164116,1,QLD
164533,0,VIC
164612,0,QLD
164623,0,NSW
164162,0,VIC
164482,1,QLD
164571,0,SA
164607,0,NSW
164983,0,NSW
164038,1,QLD
164444,0,VIC
165004,0,WA
63685,0,NSW
63724,1,QLD
63733,1,QLD
164141,0,QLD
164436,0,NSW
164401,0,NSW
164434,0,QLD
164451,0,NSW
164659,0,NSW
164831,0,NSW
165213,0,
165218,0,ACT
164399,0,VIC
164407,1,QLD
164762,1,QLD
164743,0,VIC
165030,1,QLD
165064,0,NSW
63864,1,QLD
163968,0,VIC
164386,1,QLD
164495,0,NSW
164528,0,NSW
164679,0,NSW
164735,0,NSW
164786,0,QLD
164968,1,QLD
164187,0,SA
164982,0,WA
165069,1,QLD
164050,0,QLD
164276,1,QLD
164438,0,NSW
63598,0,NSW
164959,1,QLD
164420,0,ACT
164592,3,QLD
165125,0,NSW
165223,0,NSW
63679,1,QLD
164263,1,QLD
164499,1,QLD
164785,0,ACT
164882,0,NSW
164989,1,QLD
63918,0,ACT
164005,1,QLD
164028,0,NSW
164413,0,QLD
164459,0,ACT
164890,0,NSW
164898,0,NSW
63931,0,ACT
164146,0,NSW
164817,0,NSW
165194,0,NSW
164575,0,NSW
165067,0,VIC
165097,1,QLD
164367,1,QLD
164570,3,QLD
63886,1,QLD
164120,0,QLD
165036,0,NSW
63738,1,QLD
63663,0,NSW
63653,0,NSW
164172,0,VIC
164244,0,NSW
63667,0,NSW
164019,3,QLD
164081,1,QLD
164245,0,QLD
164344,0,NSW
164074,0,SA
164121,0,NSW
164629,1,QLD
164816,0,SA
165042,0,VIC
164099,1,QLD
164311,1,QLD
165015,0,NSW
165108,0,NSW
165121,0,
63819,0,ACT
63782,1,QLD
164478,0,NSW
165123,1,QLD
63708,0,WA
163973,0,NSW
164345,0,QLD
164715,0,NSW
164483,0,NSW
164613,0,NSW
164769,0,
164770,1,QLD
63668,0,WA
63718,0,NSW
163986,0,WA
164637,0,NSW
164657,0,QLD
164346,0,NT
164971,0,NSW
165034,0,NSW
165167,0,QLD
63849,1,QLD
63715,0,VIC
164016,1,QLD
164125,0,QLD
164356,3,QLD
164573,0,VIC
164792,3,QLD
165041,1,QLD
164286,1,QLD
164848,0,NSW
165156,0,NSW
63771,1,QLD
63800,1,QLD
63682,0,NSW
164389,0,NSW
164680,0,
63825,1,QLD
164309,0,QLD
164321,0,QLD
164873,0,NSW
165135,1,QLD
63801,1,QLD
164186,0,QLD
164353,0,NT
164536,1,QLD
164342,0,
164370,0,VIC
164435,1,QLD